A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
O	2.0	O	4.0	O2 - Type of other media in which bug was discussed	O4 - Aspects of discussions in other media: topic	1	1	fisher	OO	O2	O4
O	2.0	O	4.0	O2 - Type of other media in which bug was discussed	O4 - Aspects of discussions in other media: action	1	1	fisher	OO	O2	O4
O	2.0	O	5.0	O2 - Type of other media in which bug was discussed	O5 - Buggy files arepresent in the BIC?	31	31	fisher	OO	O2	O5
O	2.0	R	2.0	O2 - Type of other media in which bug was discussed	R2 - Review tool [main]	1	1	fisher	OR	O2	R2
O	2.0	R	4.0	O2 - Type of other media in which bug was discussed	R4 - Reviewer types	1	1	fisher	OR	O2	R4
O	2.0	R	7.0	O2 - Type of other media in which bug was discussed	R7 - Caused changes [any]	1	1	fisher	OR	O2	R7
O	2.0	R	8.0	O2 - Type of other media in which bug was discussed	R8 - Aspects of review comments: target	1	1	fisher	OR	O2	R8
O	2.0	R	8.0	O2 - Type of other media in which bug was discussed	R8 - Aspects of review comments: topic	1	1	fisher	OR	O2	R8
O	2.0	R	8.0	O2 - Type of other media in which bug was discussed	R8 - Aspects of review comments: action	1	1	fisher	OR	O2	R8
O	2.0	R	9.0	O2 - Type of other media in which bug was discussed	R9 - Bug covering review comments [any]	31	31	fisher	OR	O2	R9
O	2.0	R	10.0	O2 - Type of other media in which bug was discussed	R10 - Bug covering review changes [any]	31	31	fisher	OR	O2	R10
O	2.0	R	11.0	O2 - Type of other media in which bug was discussed	R11 - Review branch	1	1	fisher	OR	O2	R11
O	3.1	B	1.0	O3.1 - Discussant roles in other media	B1 - Build tools	31	31	fisher	OB	O3	B1
O	3.1	B	2.0	O3.1 - Discussant roles in other media	B2 - Dependency resolution	31	31	fisher	OB	O3	B2
O	3.1	B	3.0	O3.1 - Discussant roles in other media	B3 - Build practices	31	31	fisher	OB	O3	B3
O	3.1	C	2.1	O3.1 - Discussant roles in other media	C2.1 - Commit type (current)	31	31	fisher	OC	O3	C2
O	3.1	C	2.2	O3.1 - Discussant roles in other media	C2.2 - Commit types (children)	31	31	fisher	OC	O3	C2
O	3.1	C	2.3	O3.1 - Discussant roles in other media	C2.3 - Commit types (parents)	31	31	fisher	OC	O3	C2
O	3.1	C	7.0	O3.1 - Discussant roles in other media	C7 - Committer type	31	31	fisher	OC	O3	C7
O	3.1	C	8.0	O3.1 - Discussant roles in other media	C8 - Multiple concerns	31	31	fisher	OC	O3	C8
O	3.1	C	9.0	O3.1 - Discussant roles in other media	C9 - Commit type Swanson	31	31	fisher	OC	O3	C9
O	3.1	C	10.0	O3.1 - Discussant roles in other media	C10 - Test changes	31	31	fisher	OC	O3	C10
O	3.1	C	11.0	O3.1 - Discussant roles in other media	C11 - Bug-covering test changes	31	31	fisher	OC	O3	C11
O	3.1	C	12.0	O3.1 - Discussant roles in other media	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O3	C12
O	3.1	C	13.0	O3.1 - Discussant roles in other media	C13 - Test failures	31	31	fisher	OC	O3	C13
O	3.1	C	15.0	O3.1 - Discussant roles in other media	C15 - Documentation changes	31	31	fisher	OC	O3	C15
O	3.1	C	16.0	O3.1 - Discussant roles in other media	C16 - Bug affecting documentation	31	31	fisher	OC	O3	C16
O	3.1	C	17.0	O3.1 - Discussant roles in other media	C17 - Refactorings	31	31	fisher	OC	O3	C17
O	3.1	C	18.0	O3.1 - Discussant roles in other media	C18 - Bug-introducing refactorings	31	31	fisher	OC	O3	C18
O	3.1	C	19.0	O3.1 - Discussant roles in other media	C19 - Design changes	31	31	fisher	OC	O3	C19
O	3.1	C	20.0	O3.1 - Discussant roles in other media	C20 - Bug-introducing design changes	31	31	fisher	OC	O3	C20
O	3.1	C	21.0	O3.1 - Discussant roles in other media	C21 - Change of external dependencies	31	31	fisher	OC	O3	C21
O	3.1	C	22.0	O3.1 - Discussant roles in other media	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O3	C22
O	3.1	CI	2.0	O3.1 - Discussant roles in other media	CI2 - CI build status	31	31	fisher	OCI	O3	CI2
O	3.1	CI	3.0	O3.1 - Discussant roles in other media	CI3 - CI build status change	31	31	fisher	OCI	O3	CI3
O	3.1	O	4.0	O3.1 - Discussant roles in other media	O4 - Aspects of discussions in other media: target	31	31	fisher	OO	O3	O4
O	3.1	O	4.0	O3.1 - Discussant roles in other media	O4 - Aspects of discussions in other media: topic	31	31	fisher	OO	O3	O4
O	3.1	O	4.0	O3.1 - Discussant roles in other media	O4 - Aspects of discussions in other media: action	31	31	fisher	OO	O3	O4
O	3.1	O	5.0	O3.1 - Discussant roles in other media	O5 - Buggy files arepresent in the BIC?	31	31	fisher	OO	O3	O5
O	3.1	R	2.0	O3.1 - Discussant roles in other media	R2 - Review tool [main]	31	31	fisher	OR	O3	R2
O	3.1	R	4.0	O3.1 - Discussant roles in other media	R4 - Reviewer types	31	31	fisher	OR	O3	R4
O	3.1	R	7.0	O3.1 - Discussant roles in other media	R7 - Caused changes [any]	31	31	fisher	OR	O3	R7
O	3.1	R	8.0	O3.1 - Discussant roles in other media	R8 - Aspects of review comments: target	31	31	fisher	OR	O3	R8
O	3.1	R	8.0	O3.1 - Discussant roles in other media	R8 - Aspects of review comments: topic	31	31	fisher	OR	O3	R8
O	3.1	R	8.0	O3.1 - Discussant roles in other media	R8 - Aspects of review comments: action	31	31	fisher	OR	O3	R8
O	3.1	R	9.0	O3.1 - Discussant roles in other media	R9 - Bug covering review comments [any]	31	31	fisher	OR	O3	R9
O	3.1	R	10.0	O3.1 - Discussant roles in other media	R10 - Bug covering review changes [any]	31	31	fisher	OR	O3	R10
O	3.1	R	11.0	O3.1 - Discussant roles in other media	R11 - Review branch	31	31	fisher	OR	O3	R11
O	4.0	B	1.0	O4 - Aspects of discussions in other media: target	B1 - Build tools	1	1	fisher	OB	O4	B1
O	4.0	B	1.0	O4 - Aspects of discussions in other media: topic	B1 - Build tools	1	1	fisher	OB	O4	B1
O	4.0	B	1.0	O4 - Aspects of discussions in other media: action	B1 - Build tools	1	1	fisher	OB	O4	B1
O	4.0	B	2.0	O4 - Aspects of discussions in other media: target	B2 - Dependency resolution	1	1	fisher	OB	O4	B2
O	4.0	B	2.0	O4 - Aspects of discussions in other media: topic	B2 - Dependency resolution	1	1	fisher	OB	O4	B2
O	4.0	B	2.0	O4 - Aspects of discussions in other media: action	B2 - Dependency resolution	1	1	fisher	OB	O4	B2
O	4.0	B	3.0	O4 - Aspects of discussions in other media: target	B3 - Build practices	1	1	fisher	OB	O4	B3
O	4.0	B	3.0	O4 - Aspects of discussions in other media: topic	B3 - Build practices	1	1	fisher	OB	O4	B3
O	4.0	B	3.0	O4 - Aspects of discussions in other media: action	B3 - Build practices	1	1	fisher	OB	O4	B3
O	4.0	C	2.1	O4 - Aspects of discussions in other media: target	C2.1 - Commit type (current)	1	1	fisher	OC	O4	C2
O	4.0	C	2.1	O4 - Aspects of discussions in other media: topic	C2.1 - Commit type (current)	1	1	fisher	OC	O4	C2
O	4.0	C	2.1	O4 - Aspects of discussions in other media: action	C2.1 - Commit type (current)	1	1	fisher	OC	O4	C2
O	4.0	C	2.2	O4 - Aspects of discussions in other media: target	C2.2 - Commit types (children)	1	1	fisher	OC	O4	C2
O	4.0	C	2.2	O4 - Aspects of discussions in other media: topic	C2.2 - Commit types (children)	1	1	fisher	OC	O4	C2
O	4.0	C	2.2	O4 - Aspects of discussions in other media: action	C2.2 - Commit types (children)	1	1	fisher	OC	O4	C2
O	4.0	C	2.3	O4 - Aspects of discussions in other media: target	C2.3 - Commit types (parents)	1	1	fisher	OC	O4	C2
O	4.0	C	2.3	O4 - Aspects of discussions in other media: topic	C2.3 - Commit types (parents)	1	1	fisher	OC	O4	C2
O	4.0	C	2.3	O4 - Aspects of discussions in other media: action	C2.3 - Commit types (parents)	1	1	fisher	OC	O4	C2
O	4.0	C	7.0	O4 - Aspects of discussions in other media: target	C7 - Committer type	1	1	fisher	OC	O4	C7
O	4.0	C	7.0	O4 - Aspects of discussions in other media: topic	C7 - Committer type	1	1	fisher	OC	O4	C7
O	4.0	C	7.0	O4 - Aspects of discussions in other media: action	C7 - Committer type	1	1	fisher	OC	O4	C7
O	4.0	C	8.0	O4 - Aspects of discussions in other media: target	C8 - Multiple concerns	1	1	fisher	OC	O4	C8
O	4.0	C	8.0	O4 - Aspects of discussions in other media: topic	C8 - Multiple concerns	1	1	fisher	OC	O4	C8
O	4.0	C	8.0	O4 - Aspects of discussions in other media: action	C8 - Multiple concerns	1	1	fisher	OC	O4	C8
O	4.0	C	9.0	O4 - Aspects of discussions in other media: target	C9 - Commit type Swanson	1	1	fisher	OC	O4	C9
O	4.0	C	9.0	O4 - Aspects of discussions in other media: action	C9 - Commit type Swanson	1	1	fisher	OC	O4	C9
O	4.0	C	9.0	O4 - Aspects of discussions in other media: topic	C9 - Commit type Swanson	3.3	3	fisher	OC	O4	C9
O	4.0	C	10.0	O4 - Aspects of discussions in other media: target	C10 - Test changes	1	1	fisher	OC	O4	C10
O	4.0	C	10.0	O4 - Aspects of discussions in other media: topic	C10 - Test changes	1	1	fisher	OC	O4	C10
O	4.0	C	10.0	O4 - Aspects of discussions in other media: action	C10 - Test changes	1	1	fisher	OC	O4	C10
O	4.0	C	11.0	O4 - Aspects of discussions in other media: target	C11 - Bug-covering test changes	31	31	fisher	OC	O4	C11
O	4.0	C	11.0	O4 - Aspects of discussions in other media: topic	C11 - Bug-covering test changes	31	31	fisher	OC	O4	C11
O	4.0	C	11.0	O4 - Aspects of discussions in other media: action	C11 - Bug-covering test changes	31	31	fisher	OC	O4	C11
O	4.0	C	12.0	O4 - Aspects of discussions in other media: target	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O4	C12
O	4.0	C	12.0	O4 - Aspects of discussions in other media: topic	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O4	C12
O	4.0	C	12.0	O4 - Aspects of discussions in other media: action	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O4	C12
O	4.0	C	13.0	O4 - Aspects of discussions in other media: target	C13 - Test failures	1	1	fisher	OC	O4	C13
O	4.0	C	13.0	O4 - Aspects of discussions in other media: topic	C13 - Test failures	1	1	fisher	OC	O4	C13
O	4.0	C	13.0	O4 - Aspects of discussions in other media: action	C13 - Test failures	1	1	fisher	OC	O4	C13
O	4.0	C	15.0	O4 - Aspects of discussions in other media: target	C15 - Documentation changes	1	1	fisher	OC	O4	C15
O	4.0	C	15.0	O4 - Aspects of discussions in other media: topic	C15 - Documentation changes	1	1	fisher	OC	O4	C15
O	4.0	C	15.0	O4 - Aspects of discussions in other media: action	C15 - Documentation changes	1	1	fisher	OC	O4	C15
O	4.0	C	16.0	O4 - Aspects of discussions in other media: target	C16 - Bug affecting documentation	31	31	fisher	OC	O4	C16
O	4.0	C	16.0	O4 - Aspects of discussions in other media: topic	C16 - Bug affecting documentation	31	31	fisher	OC	O4	C16
O	4.0	C	16.0	O4 - Aspects of discussions in other media: action	C16 - Bug affecting documentation	31	31	fisher	OC	O4	C16
O	4.0	C	17.0	O4 - Aspects of discussions in other media: target	C17 - Refactorings	1	1	fisher	OC	O4	C17
O	4.0	C	17.0	O4 - Aspects of discussions in other media: topic	C17 - Refactorings	1	1	fisher	OC	O4	C17
O	4.0	C	17.0	O4 - Aspects of discussions in other media: action	C17 - Refactorings	1	1	fisher	OC	O4	C17
O	4.0	C	18.0	O4 - Aspects of discussions in other media: target	C18 - Bug-introducing refactorings	31	31	fisher	OC	O4	C18
O	4.0	C	18.0	O4 - Aspects of discussions in other media: topic	C18 - Bug-introducing refactorings	31	31	fisher	OC	O4	C18
O	4.0	C	18.0	O4 - Aspects of discussions in other media: action	C18 - Bug-introducing refactorings	31	31	fisher	OC	O4	C18
O	4.0	C	19.0	O4 - Aspects of discussions in other media: target	C19 - Design changes	1	1	fisher	OC	O4	C19
O	4.0	C	19.0	O4 - Aspects of discussions in other media: topic	C19 - Design changes	1	1	fisher	OC	O4	C19
O	4.0	C	19.0	O4 - Aspects of discussions in other media: action	C19 - Design changes	1	1	fisher	OC	O4	C19
O	4.0	C	20.0	O4 - Aspects of discussions in other media: target	C20 - Bug-introducing design changes	31	31	fisher	OC	O4	C20
O	4.0	C	20.0	O4 - Aspects of discussions in other media: topic	C20 - Bug-introducing design changes	31	31	fisher	OC	O4	C20
O	4.0	C	20.0	O4 - Aspects of discussions in other media: action	C20 - Bug-introducing design changes	31	31	fisher	OC	O4	C20
O	4.0	C	21.0	O4 - Aspects of discussions in other media: target	C21 - Change of external dependencies	1	1	fisher	OC	O4	C21
O	4.0	C	21.0	O4 - Aspects of discussions in other media: topic	C21 - Change of external dependencies	1	1	fisher	OC	O4	C21
O	4.0	C	21.0	O4 - Aspects of discussions in other media: action	C21 - Change of external dependencies	1	1	fisher	OC	O4	C21
O	4.0	C	22.0	O4 - Aspects of discussions in other media: target	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O4	C22
O	4.0	C	22.0	O4 - Aspects of discussions in other media: topic	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O4	C22
O	4.0	C	22.0	O4 - Aspects of discussions in other media: action	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O4	C22
O	4.0	CI	2.0	O4 - Aspects of discussions in other media: target	CI2 - CI build status	1	1	fisher	OCI	O4	CI2
O	4.0	CI	2.0	O4 - Aspects of discussions in other media: topic	CI2 - CI build status	1	1	fisher	OCI	O4	CI2
O	4.0	CI	2.0	O4 - Aspects of discussions in other media: action	CI2 - CI build status	1	1	fisher	OCI	O4	CI2
O	4.0	CI	3.0	O4 - Aspects of discussions in other media: target	CI3 - CI build status change	1	1	fisher	OCI	O4	CI3
O	4.0	CI	3.0	O4 - Aspects of discussions in other media: topic	CI3 - CI build status change	1	1	fisher	OCI	O4	CI3
O	4.0	CI	3.0	O4 - Aspects of discussions in other media: action	CI3 - CI build status change	1	1	fisher	OCI	O4	CI3
O	4.0	O	5.0	O4 - Aspects of discussions in other media: target	O5 - Buggy files arepresent in the BIC?	31	31	fisher	OO	O4	O5
O	4.0	O	5.0	O4 - Aspects of discussions in other media: topic	O5 - Buggy files arepresent in the BIC?	31	31	fisher	OO	O4	O5
O	4.0	O	5.0	O4 - Aspects of discussions in other media: action	O5 - Buggy files arepresent in the BIC?	31	31	fisher	OO	O4	O5
O	4.0	R	2.0	O4 - Aspects of discussions in other media: target	R2 - Review tool [main]	1	1	fisher	OR	O4	R2
O	4.0	R	2.0	O4 - Aspects of discussions in other media: topic	R2 - Review tool [main]	1	1	fisher	OR	O4	R2
O	4.0	R	2.0	O4 - Aspects of discussions in other media: action	R2 - Review tool [main]	1	1	fisher	OR	O4	R2
O	4.0	R	4.0	O4 - Aspects of discussions in other media: target	R4 - Reviewer types	1	1	fisher	OR	O4	R4
O	4.0	R	4.0	O4 - Aspects of discussions in other media: topic	R4 - Reviewer types	1	1	fisher	OR	O4	R4
O	4.0	R	4.0	O4 - Aspects of discussions in other media: action	R4 - Reviewer types	1	1	fisher	OR	O4	R4
O	4.0	R	7.0	O4 - Aspects of discussions in other media: target	R7 - Caused changes [any]	1	1	fisher	OR	O4	R7
O	4.0	R	7.0	O4 - Aspects of discussions in other media: topic	R7 - Caused changes [any]	1	1	fisher	OR	O4	R7
O	4.0	R	7.0	O4 - Aspects of discussions in other media: action	R7 - Caused changes [any]	1	1	fisher	OR	O4	R7
O	4.0	R	8.0	O4 - Aspects of discussions in other media: target	R8 - Aspects of review comments: target	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: target	R8 - Aspects of review comments: topic	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: target	R8 - Aspects of review comments: action	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: topic	R8 - Aspects of review comments: target	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: topic	R8 - Aspects of review comments: topic	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: topic	R8 - Aspects of review comments: action	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: action	R8 - Aspects of review comments: target	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: action	R8 - Aspects of review comments: topic	1	1	fisher	OR	O4	R8
O	4.0	R	8.0	O4 - Aspects of discussions in other media: action	R8 - Aspects of review comments: action	1	1	fisher	OR	O4	R8
O	4.0	R	9.0	O4 - Aspects of discussions in other media: target	R9 - Bug covering review comments [any]	31	31	fisher	OR	O4	R9
O	4.0	R	9.0	O4 - Aspects of discussions in other media: topic	R9 - Bug covering review comments [any]	31	31	fisher	OR	O4	R9
O	4.0	R	9.0	O4 - Aspects of discussions in other media: action	R9 - Bug covering review comments [any]	31	31	fisher	OR	O4	R9
O	4.0	R	10.0	O4 - Aspects of discussions in other media: target	R10 - Bug covering review changes [any]	31	31	fisher	OR	O4	R10
O	4.0	R	10.0	O4 - Aspects of discussions in other media: topic	R10 - Bug covering review changes [any]	31	31	fisher	OR	O4	R10
O	4.0	R	10.0	O4 - Aspects of discussions in other media: action	R10 - Bug covering review changes [any]	31	31	fisher	OR	O4	R10
O	4.0	R	11.0	O4 - Aspects of discussions in other media: target	R11 - Review branch	1	1	fisher	OR	O4	R11
O	4.0	R	11.0	O4 - Aspects of discussions in other media: topic	R11 - Review branch	1	1	fisher	OR	O4	R11
O	4.0	R	11.0	O4 - Aspects of discussions in other media: action	R11 - Review branch	1	1	fisher	OR	O4	R11
O	5.0	B	1.0	O5 - Buggy files arepresent in the BIC?	B1 - Build tools	32	32	fisher	OB	O5	B1
O	5.0	B	2.0	O5 - Buggy files arepresent in the BIC?	B2 - Dependency resolution	31	31	fisher	OB	O5	B2
O	5.0	B	3.0	O5 - Buggy files arepresent in the BIC?	B3 - Build practices	31	31	fisher	OB	O5	B3
O	5.0	C	2.1	O5 - Buggy files arepresent in the BIC?	C2.1 - Commit type (current)	31	31	fisher	OC	O5	C2
O	5.0	C	2.2	O5 - Buggy files arepresent in the BIC?	C2.2 - Commit types (children)	31	31	fisher	OC	O5	C2
O	5.0	C	2.3	O5 - Buggy files arepresent in the BIC?	C2.3 - Commit types (parents)	31	31	fisher	OC	O5	C2
O	5.0	C	7.0	O5 - Buggy files arepresent in the BIC?	C7 - Committer type	31	31	fisher	OC	O5	C7
O	5.0	C	8.0	O5 - Buggy files arepresent in the BIC?	C8 - Multiple concerns	32	32	fisher	OC	O5	C8
O	5.0	C	9.0	O5 - Buggy files arepresent in the BIC?	C9 - Commit type Swanson	31	31	fisher	OC	O5	C9
O	5.0	C	10.0	O5 - Buggy files arepresent in the BIC?	C10 - Test changes	31	31	fisher	OC	O5	C10
O	5.0	C	11.0	O5 - Buggy files arepresent in the BIC?	C11 - Bug-covering test changes	32	32	fisher	OC	O5	C11
O	5.0	C	12.0	O5 - Buggy files arepresent in the BIC?	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O5	C12
O	5.0	C	13.0	O5 - Buggy files arepresent in the BIC?	C13 - Test failures	31	31	fisher	OC	O5	C13
O	5.0	C	15.0	O5 - Buggy files arepresent in the BIC?	C15 - Documentation changes	31	31	fisher	OC	O5	C15
O	5.0	C	16.0	O5 - Buggy files arepresent in the BIC?	C16 - Bug affecting documentation	31	31	fisher	OC	O5	C16
O	5.0	C	17.0	O5 - Buggy files arepresent in the BIC?	C17 - Refactorings	31	31	fisher	OC	O5	C17
O	5.0	C	18.0	O5 - Buggy files arepresent in the BIC?	C18 - Bug-introducing refactorings	31	31	fisher	OC	O5	C18
O	5.0	C	19.0	O5 - Buggy files arepresent in the BIC?	C19 - Design changes	32	32	fisher	OC	O5	C19
O	5.0	C	20.0	O5 - Buggy files arepresent in the BIC?	C20 - Bug-introducing design changes	31	31	fisher	OC	O5	C20
O	5.0	C	21.0	O5 - Buggy files arepresent in the BIC?	C21 - Change of external dependencies	31	31	fisher	OC	O5	C21
O	5.0	C	22.0	O5 - Buggy files arepresent in the BIC?	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O5	C22
O	5.0	CI	2.0	O5 - Buggy files arepresent in the BIC?	CI2 - CI build status	31	31	fisher	OCI	O5	CI2
O	5.0	CI	3.0	O5 - Buggy files arepresent in the BIC?	CI3 - CI build status change	31	31	fisher	OCI	O5	CI3
O	5.0	R	2.0	O5 - Buggy files arepresent in the BIC?	R2 - Review tool [main]	31	31	fisher	OR	O5	R2
O	5.0	R	4.0	O5 - Buggy files arepresent in the BIC?	R4 - Reviewer types	31	31	fisher	OR	O5	R4
O	5.0	R	7.0	O5 - Buggy files arepresent in the BIC?	R7 - Caused changes [any]	31	31	fisher	OR	O5	R7
O	5.0	R	8.0	O5 - Buggy files arepresent in the BIC?	R8 - Aspects of review comments: target	31	31	fisher	OR	O5	R8
