A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
ML	3.0	O	5.0	ML3 - Aspects of ML bug discussion: topic	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML3	O5
ML	3.0	O	5.0	ML3 - Aspects of ML bug discussion: action	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML3	O5
ML	3.0	R	2.0	ML3 - Aspects of ML bug discussion: target	R2 - Review tool [main]	31	31	fisher	MLR	ML3	R2
ML	3.0	R	2.0	ML3 - Aspects of ML bug discussion: topic	R2 - Review tool [main]	31	31	fisher	MLR	ML3	R2
ML	3.0	R	2.0	ML3 - Aspects of ML bug discussion: action	R2 - Review tool [main]	31	31	fisher	MLR	ML3	R2
ML	3.0	R	4.0	ML3 - Aspects of ML bug discussion: target	R4 - Reviewer types	31	31	fisher	MLR	ML3	R4
ML	3.0	R	4.0	ML3 - Aspects of ML bug discussion: topic	R4 - Reviewer types	31	31	fisher	MLR	ML3	R4
ML	3.0	R	4.0	ML3 - Aspects of ML bug discussion: action	R4 - Reviewer types	31	31	fisher	MLR	ML3	R4
ML	3.0	R	7.0	ML3 - Aspects of ML bug discussion: target	R7 - Caused changes [any]	31	31	fisher	MLR	ML3	R7
ML	3.0	R	7.0	ML3 - Aspects of ML bug discussion: topic	R7 - Caused changes [any]	31	31	fisher	MLR	ML3	R7
ML	3.0	R	7.0	ML3 - Aspects of ML bug discussion: action	R7 - Caused changes [any]	31	31	fisher	MLR	ML3	R7
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: target	R8 - Aspects of review comments: target	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: target	R8 - Aspects of review comments: topic	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: target	R8 - Aspects of review comments: action	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: topic	R8 - Aspects of review comments: target	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: topic	R8 - Aspects of review comments: topic	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: topic	R8 - Aspects of review comments: action	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: action	R8 - Aspects of review comments: target	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: action	R8 - Aspects of review comments: topic	31	31	fisher	MLR	ML3	R8
ML	3.0	R	8.0	ML3 - Aspects of ML bug discussion: action	R8 - Aspects of review comments: action	31	31	fisher	MLR	ML3	R8
ML	3.0	R	9.0	ML3 - Aspects of ML bug discussion: target	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML3	R9
ML	3.0	R	9.0	ML3 - Aspects of ML bug discussion: topic	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML3	R9
ML	3.0	R	9.0	ML3 - Aspects of ML bug discussion: action	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML3	R9
ML	3.0	R	10.0	ML3 - Aspects of ML bug discussion: target	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML3	R10
ML	3.0	R	10.0	ML3 - Aspects of ML bug discussion: topic	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML3	R10
ML	3.0	R	10.0	ML3 - Aspects of ML bug discussion: action	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML3	R10
ML	3.0	R	11.0	ML3 - Aspects of ML bug discussion: target	R11 - Review branch	31	31	fisher	MLR	ML3	R11
ML	3.0	R	11.0	ML3 - Aspects of ML bug discussion: topic	R11 - Review branch	31	31	fisher	MLR	ML3	R11
ML	3.0	R	11.0	ML3 - Aspects of ML bug discussion: action	R11 - Review branch	31	31	fisher	MLR	ML3	R11
ML	5.1	B	1.0	ML5.1 - ML introducing change discussant roles	B1 - Build tools	1	1	fisher	MLB	ML5	B1
ML	5.1	B	2.0	ML5.1 - ML introducing change discussant roles	B2 - Dependency resolution	1	1	fisher	MLB	ML5	B2
ML	5.1	B	3.0	ML5.1 - ML introducing change discussant roles	B3 - Build practices	1	1	fisher	MLB	ML5	B3
ML	5.1	C	2.1	ML5.1 - ML introducing change discussant roles	C2.1 - Commit type (current)	1	1	fisher	MLC	ML5	C2
ML	5.1	C	2.2	ML5.1 - ML introducing change discussant roles	C2.2 - Commit types (children)	1	1	fisher	MLC	ML5	C2
ML	5.1	C	2.3	ML5.1 - ML introducing change discussant roles	C2.3 - Commit types (parents)	1	1	fisher	MLC	ML5	C2
ML	5.1	C	7.0	ML5.1 - ML introducing change discussant roles	C7 - Committer type	1	1	fisher	MLC	ML5	C7
ML	5.1	C	8.0	ML5.1 - ML introducing change discussant roles	C8 - Multiple concerns	1	1	fisher	MLC	ML5	C8
ML	5.1	C	9.0	ML5.1 - ML introducing change discussant roles	C9 - Commit type Swanson	1	1	fisher	MLC	ML5	C9
ML	5.1	C	10.0	ML5.1 - ML introducing change discussant roles	C10 - Test changes	1	1	fisher	MLC	ML5	C10
ML	5.1	C	11.0	ML5.1 - ML introducing change discussant roles	C11 - Bug-covering test changes	31	31	fisher	MLC	ML5	C11
ML	5.1	C	12.0	ML5.1 - ML introducing change discussant roles	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	MLC	ML5	C12
ML	5.1	C	13.0	ML5.1 - ML introducing change discussant roles	C13 - Test failures	1	1	fisher	MLC	ML5	C13
ML	5.1	C	15.0	ML5.1 - ML introducing change discussant roles	C15 - Documentation changes	1	1	fisher	MLC	ML5	C15
ML	5.1	C	16.0	ML5.1 - ML introducing change discussant roles	C16 - Bug affecting documentation	31	31	fisher	MLC	ML5	C16
ML	5.1	C	17.0	ML5.1 - ML introducing change discussant roles	C17 - Refactorings	1	1	fisher	MLC	ML5	C17
ML	5.1	C	18.0	ML5.1 - ML introducing change discussant roles	C18 - Bug-introducing refactorings	31	31	fisher	MLC	ML5	C18
ML	5.1	C	19.0	ML5.1 - ML introducing change discussant roles	C19 - Design changes	1	1	fisher	MLC	ML5	C19
ML	5.1	C	20.0	ML5.1 - ML introducing change discussant roles	C20 - Bug-introducing design changes	31	31	fisher	MLC	ML5	C20
ML	5.1	C	21.0	ML5.1 - ML introducing change discussant roles	C21 - Change of external dependencies	1	1	fisher	MLC	ML5	C21
ML	5.1	C	22.0	ML5.1 - ML introducing change discussant roles	C22 - Bug-introducing dependency changes	31	31	fisher	MLC	ML5	C22
ML	5.1	CI	2.0	ML5.1 - ML introducing change discussant roles	CI2 - CI build status	1	1	fisher	MLCI	ML5	CI2
ML	5.1	CI	3.0	ML5.1 - ML introducing change discussant roles	CI3 - CI build status change	1	1	fisher	MLCI	ML5	CI3
ML	5.1	ML	6.0	ML5.1 - ML introducing change discussant roles	ML6 - Aspects of ML introducing change discussion: target	1	1	fisher	MLML	ML5	ML6
ML	5.1	ML	6.0	ML5.1 - ML introducing change discussant roles	ML6 - Aspects of ML introducing change discussion: topic	1	1	fisher	MLML	ML5	ML6
ML	5.1	ML	6.0	ML5.1 - ML introducing change discussant roles	ML6 - Aspects of ML introducing change discussion: action	1	1	fisher	MLML	ML5	ML6
ML	5.1	O	2.0	ML5.1 - ML introducing change discussant roles	O2 - Type of other media in which bug was discussed	1	1	fisher	MLO	ML5	O2
ML	5.1	O	3.1	ML5.1 - ML introducing change discussant roles	O3.1 - Discussant roles in other media	E	E	fisher	MLO	ML5	O3
ML	5.1	O	4.0	ML5.1 - ML introducing change discussant roles	O4 - Aspects of discussions in other media: target	1	1	fisher	MLO	ML5	O4
ML	5.1	O	4.0	ML5.1 - ML introducing change discussant roles	O4 - Aspects of discussions in other media: topic	1	1	fisher	MLO	ML5	O4
ML	5.1	O	4.0	ML5.1 - ML introducing change discussant roles	O4 - Aspects of discussions in other media: action	1	1	fisher	MLO	ML5	O4
ML	5.1	O	5.0	ML5.1 - ML introducing change discussant roles	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML5	O5
ML	5.1	R	2.0	ML5.1 - ML introducing change discussant roles	R2 - Review tool [main]	1	1	fisher	MLR	ML5	R2
ML	5.1	R	4.0	ML5.1 - ML introducing change discussant roles	R4 - Reviewer types	1	1	fisher	MLR	ML5	R4
ML	5.1	R	7.0	ML5.1 - ML introducing change discussant roles	R7 - Caused changes [any]	1	1	fisher	MLR	ML5	R7
ML	5.1	R	8.0	ML5.1 - ML introducing change discussant roles	R8 - Aspects of review comments: target	1	1	fisher	MLR	ML5	R8
ML	5.1	R	8.0	ML5.1 - ML introducing change discussant roles	R8 - Aspects of review comments: topic	1	1	fisher	MLR	ML5	R8
ML	5.1	R	8.0	ML5.1 - ML introducing change discussant roles	R8 - Aspects of review comments: action	1	1	fisher	MLR	ML5	R8
ML	5.1	R	9.0	ML5.1 - ML introducing change discussant roles	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML5	R9
ML	5.1	R	10.0	ML5.1 - ML introducing change discussant roles	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML5	R10
ML	5.1	R	11.0	ML5.1 - ML introducing change discussant roles	R11 - Review branch	1	1	fisher	MLR	ML5	R11
ML	6.0	B	1.0	ML6 - Aspects of ML introducing change discussion: target	B1 - Build tools	1	1	fisher	MLB	ML6	B1
ML	6.0	B	1.0	ML6 - Aspects of ML introducing change discussion: topic	B1 - Build tools	1	1	fisher	MLB	ML6	B1
ML	6.0	B	1.0	ML6 - Aspects of ML introducing change discussion: action	B1 - Build tools	1	1	fisher	MLB	ML6	B1
ML	6.0	B	2.0	ML6 - Aspects of ML introducing change discussion: target	B2 - Dependency resolution	1	1	fisher	MLB	ML6	B2
ML	6.0	B	2.0	ML6 - Aspects of ML introducing change discussion: topic	B2 - Dependency resolution	1	1	fisher	MLB	ML6	B2
ML	6.0	B	2.0	ML6 - Aspects of ML introducing change discussion: action	B2 - Dependency resolution	1	1	fisher	MLB	ML6	B2
ML	6.0	B	3.0	ML6 - Aspects of ML introducing change discussion: target	B3 - Build practices	1	1	fisher	MLB	ML6	B3
ML	6.0	B	3.0	ML6 - Aspects of ML introducing change discussion: topic	B3 - Build practices	1	1	fisher	MLB	ML6	B3
ML	6.0	B	3.0	ML6 - Aspects of ML introducing change discussion: action	B3 - Build practices	1	1	fisher	MLB	ML6	B3
ML	6.0	C	2.1	ML6 - Aspects of ML introducing change discussion: target	C2.1 - Commit type (current)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.1	ML6 - Aspects of ML introducing change discussion: topic	C2.1 - Commit type (current)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.1	ML6 - Aspects of ML introducing change discussion: action	C2.1 - Commit type (current)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.2	ML6 - Aspects of ML introducing change discussion: target	C2.2 - Commit types (children)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.2	ML6 - Aspects of ML introducing change discussion: topic	C2.2 - Commit types (children)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.2	ML6 - Aspects of ML introducing change discussion: action	C2.2 - Commit types (children)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.3	ML6 - Aspects of ML introducing change discussion: target	C2.3 - Commit types (parents)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.3	ML6 - Aspects of ML introducing change discussion: topic	C2.3 - Commit types (parents)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	2.3	ML6 - Aspects of ML introducing change discussion: action	C2.3 - Commit types (parents)	1	1	fisher	MLC	ML6	C2
ML	6.0	C	7.0	ML6 - Aspects of ML introducing change discussion: target	C7 - Committer type	1	1	fisher	MLC	ML6	C7
ML	6.0	C	7.0	ML6 - Aspects of ML introducing change discussion: topic	C7 - Committer type	1	1	fisher	MLC	ML6	C7
ML	6.0	C	7.0	ML6 - Aspects of ML introducing change discussion: action	C7 - Committer type	1	1	fisher	MLC	ML6	C7
ML	6.0	C	8.0	ML6 - Aspects of ML introducing change discussion: target	C8 - Multiple concerns	1	1	fisher	MLC	ML6	C8
ML	6.0	C	8.0	ML6 - Aspects of ML introducing change discussion: topic	C8 - Multiple concerns	1	1	fisher	MLC	ML6	C8
ML	6.0	C	8.0	ML6 - Aspects of ML introducing change discussion: action	C8 - Multiple concerns	1	1	fisher	MLC	ML6	C8
ML	6.0	C	9.0	ML6 - Aspects of ML introducing change discussion: target	C9 - Commit type Swanson	1	1	fisher	MLC	ML6	C9
ML	6.0	C	9.0	ML6 - Aspects of ML introducing change discussion: topic	C9 - Commit type Swanson	1	1	fisher	MLC	ML6	C9
ML	6.0	C	9.0	ML6 - Aspects of ML introducing change discussion: action	C9 - Commit type Swanson	1	1	fisher	MLC	ML6	C9
ML	6.0	C	10.0	ML6 - Aspects of ML introducing change discussion: target	C10 - Test changes	1	1	fisher	MLC	ML6	C10
ML	6.0	C	10.0	ML6 - Aspects of ML introducing change discussion: topic	C10 - Test changes	1	1	fisher	MLC	ML6	C10
ML	6.0	C	10.0	ML6 - Aspects of ML introducing change discussion: action	C10 - Test changes	1	1	fisher	MLC	ML6	C10
ML	6.0	C	11.0	ML6 - Aspects of ML introducing change discussion: target	C11 - Bug-covering test changes	31	31	fisher	MLC	ML6	C11
ML	6.0	C	11.0	ML6 - Aspects of ML introducing change discussion: topic	C11 - Bug-covering test changes	31	31	fisher	MLC	ML6	C11
ML	6.0	C	11.0	ML6 - Aspects of ML introducing change discussion: action	C11 - Bug-covering test changes	31	31	fisher	MLC	ML6	C11
ML	6.0	C	12.0	ML6 - Aspects of ML introducing change discussion: target	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	MLC	ML6	C12
ML	6.0	C	12.0	ML6 - Aspects of ML introducing change discussion: topic	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	MLC	ML6	C12
ML	6.0	C	12.0	ML6 - Aspects of ML introducing change discussion: action	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	MLC	ML6	C12
ML	6.0	C	13.0	ML6 - Aspects of ML introducing change discussion: target	C13 - Test failures	1	1	fisher	MLC	ML6	C13
ML	6.0	C	13.0	ML6 - Aspects of ML introducing change discussion: topic	C13 - Test failures	1	1	fisher	MLC	ML6	C13
ML	6.0	C	13.0	ML6 - Aspects of ML introducing change discussion: action	C13 - Test failures	1	1	fisher	MLC	ML6	C13
ML	6.0	C	15.0	ML6 - Aspects of ML introducing change discussion: target	C15 - Documentation changes	1	1	fisher	MLC	ML6	C15
ML	6.0	C	15.0	ML6 - Aspects of ML introducing change discussion: topic	C15 - Documentation changes	1	1	fisher	MLC	ML6	C15
ML	6.0	C	15.0	ML6 - Aspects of ML introducing change discussion: action	C15 - Documentation changes	1	1	fisher	MLC	ML6	C15
ML	6.0	C	16.0	ML6 - Aspects of ML introducing change discussion: target	C16 - Bug affecting documentation	31	31	fisher	MLC	ML6	C16
ML	6.0	C	16.0	ML6 - Aspects of ML introducing change discussion: topic	C16 - Bug affecting documentation	31	31	fisher	MLC	ML6	C16
ML	6.0	C	16.0	ML6 - Aspects of ML introducing change discussion: action	C16 - Bug affecting documentation	31	31	fisher	MLC	ML6	C16
ML	6.0	C	17.0	ML6 - Aspects of ML introducing change discussion: target	C17 - Refactorings	1	1	fisher	MLC	ML6	C17
ML	6.0	C	17.0	ML6 - Aspects of ML introducing change discussion: topic	C17 - Refactorings	1	1	fisher	MLC	ML6	C17
ML	6.0	C	17.0	ML6 - Aspects of ML introducing change discussion: action	C17 - Refactorings	1	1	fisher	MLC	ML6	C17
ML	6.0	C	18.0	ML6 - Aspects of ML introducing change discussion: target	C18 - Bug-introducing refactorings	31	31	fisher	MLC	ML6	C18
ML	6.0	C	18.0	ML6 - Aspects of ML introducing change discussion: topic	C18 - Bug-introducing refactorings	31	31	fisher	MLC	ML6	C18
ML	6.0	C	18.0	ML6 - Aspects of ML introducing change discussion: action	C18 - Bug-introducing refactorings	31	31	fisher	MLC	ML6	C18
ML	6.0	C	19.0	ML6 - Aspects of ML introducing change discussion: target	C19 - Design changes	1	1	fisher	MLC	ML6	C19
ML	6.0	C	19.0	ML6 - Aspects of ML introducing change discussion: topic	C19 - Design changes	1	1	fisher	MLC	ML6	C19
ML	6.0	C	19.0	ML6 - Aspects of ML introducing change discussion: action	C19 - Design changes	1	1	fisher	MLC	ML6	C19
ML	6.0	C	20.0	ML6 - Aspects of ML introducing change discussion: target	C20 - Bug-introducing design changes	31	31	fisher	MLC	ML6	C20
ML	6.0	C	20.0	ML6 - Aspects of ML introducing change discussion: topic	C20 - Bug-introducing design changes	31	31	fisher	MLC	ML6	C20
ML	6.0	C	20.0	ML6 - Aspects of ML introducing change discussion: action	C20 - Bug-introducing design changes	31	31	fisher	MLC	ML6	C20
ML	6.0	C	21.0	ML6 - Aspects of ML introducing change discussion: target	C21 - Change of external dependencies	1	1	fisher	MLC	ML6	C21
ML	6.0	C	21.0	ML6 - Aspects of ML introducing change discussion: topic	C21 - Change of external dependencies	1	1	fisher	MLC	ML6	C21
ML	6.0	C	21.0	ML6 - Aspects of ML introducing change discussion: action	C21 - Change of external dependencies	1	1	fisher	MLC	ML6	C21
ML	6.0	C	22.0	ML6 - Aspects of ML introducing change discussion: target	C22 - Bug-introducing dependency changes	31	31	fisher	MLC	ML6	C22
ML	6.0	C	22.0	ML6 - Aspects of ML introducing change discussion: topic	C22 - Bug-introducing dependency changes	31	31	fisher	MLC	ML6	C22
ML	6.0	C	22.0	ML6 - Aspects of ML introducing change discussion: action	C22 - Bug-introducing dependency changes	31	31	fisher	MLC	ML6	C22
ML	6.0	CI	2.0	ML6 - Aspects of ML introducing change discussion: target	CI2 - CI build status	1	1	fisher	MLCI	ML6	CI2
ML	6.0	CI	2.0	ML6 - Aspects of ML introducing change discussion: topic	CI2 - CI build status	1	1	fisher	MLCI	ML6	CI2
ML	6.0	CI	2.0	ML6 - Aspects of ML introducing change discussion: action	CI2 - CI build status	1	1	fisher	MLCI	ML6	CI2
ML	6.0	CI	3.0	ML6 - Aspects of ML introducing change discussion: target	CI3 - CI build status change	1	1	fisher	MLCI	ML6	CI3
ML	6.0	CI	3.0	ML6 - Aspects of ML introducing change discussion: topic	CI3 - CI build status change	1	1	fisher	MLCI	ML6	CI3
ML	6.0	CI	3.0	ML6 - Aspects of ML introducing change discussion: action	CI3 - CI build status change	1	1	fisher	MLCI	ML6	CI3
ML	6.0	O	2.0	ML6 - Aspects of ML introducing change discussion: target	O2 - Type of other media in which bug was discussed	1	1	fisher	MLO	ML6	O2
ML	6.0	O	2.0	ML6 - Aspects of ML introducing change discussion: topic	O2 - Type of other media in which bug was discussed	1	1	fisher	MLO	ML6	O2
ML	6.0	O	2.0	ML6 - Aspects of ML introducing change discussion: action	O2 - Type of other media in which bug was discussed	1	1	fisher	MLO	ML6	O2
ML	6.0	O	3.1	ML6 - Aspects of ML introducing change discussion: target	O3.1 - Discussant roles in other media	E	E	fisher	MLO	ML6	O3
ML	6.0	O	3.1	ML6 - Aspects of ML introducing change discussion: topic	O3.1 - Discussant roles in other media	E	E	fisher	MLO	ML6	O3
ML	6.0	O	3.1	ML6 - Aspects of ML introducing change discussion: action	O3.1 - Discussant roles in other media	E	E	fisher	MLO	ML6	O3
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: target	O4 - Aspects of discussions in other media: target	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: target	O4 - Aspects of discussions in other media: topic	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: target	O4 - Aspects of discussions in other media: action	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: topic	O4 - Aspects of discussions in other media: target	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: topic	O4 - Aspects of discussions in other media: topic	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: topic	O4 - Aspects of discussions in other media: action	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: action	O4 - Aspects of discussions in other media: target	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: action	O4 - Aspects of discussions in other media: topic	1	1	fisher	MLO	ML6	O4
ML	6.0	O	4.0	ML6 - Aspects of ML introducing change discussion: action	O4 - Aspects of discussions in other media: action	1	1	fisher	MLO	ML6	O4
ML	6.0	O	5.0	ML6 - Aspects of ML introducing change discussion: target	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML6	O5
ML	6.0	O	5.0	ML6 - Aspects of ML introducing change discussion: topic	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML6	O5
ML	6.0	O	5.0	ML6 - Aspects of ML introducing change discussion: action	O5 - Buggy files arepresent in the BIC?	31	31	fisher	MLO	ML6	O5
ML	6.0	R	2.0	ML6 - Aspects of ML introducing change discussion: target	R2 - Review tool [main]	1	1	fisher	MLR	ML6	R2
ML	6.0	R	2.0	ML6 - Aspects of ML introducing change discussion: topic	R2 - Review tool [main]	1	1	fisher	MLR	ML6	R2
ML	6.0	R	2.0	ML6 - Aspects of ML introducing change discussion: action	R2 - Review tool [main]	1	1	fisher	MLR	ML6	R2
ML	6.0	R	4.0	ML6 - Aspects of ML introducing change discussion: target	R4 - Reviewer types	1	1	fisher	MLR	ML6	R4
ML	6.0	R	4.0	ML6 - Aspects of ML introducing change discussion: topic	R4 - Reviewer types	1	1	fisher	MLR	ML6	R4
ML	6.0	R	4.0	ML6 - Aspects of ML introducing change discussion: action	R4 - Reviewer types	1	1	fisher	MLR	ML6	R4
ML	6.0	R	7.0	ML6 - Aspects of ML introducing change discussion: target	R7 - Caused changes [any]	1	1	fisher	MLR	ML6	R7
ML	6.0	R	7.0	ML6 - Aspects of ML introducing change discussion: topic	R7 - Caused changes [any]	1	1	fisher	MLR	ML6	R7
ML	6.0	R	7.0	ML6 - Aspects of ML introducing change discussion: action	R7 - Caused changes [any]	1	1	fisher	MLR	ML6	R7
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: target	R8 - Aspects of review comments: target	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: target	R8 - Aspects of review comments: topic	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: target	R8 - Aspects of review comments: action	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: topic	R8 - Aspects of review comments: target	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: topic	R8 - Aspects of review comments: topic	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: topic	R8 - Aspects of review comments: action	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: action	R8 - Aspects of review comments: target	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: action	R8 - Aspects of review comments: topic	1	1	fisher	MLR	ML6	R8
ML	6.0	R	8.0	ML6 - Aspects of ML introducing change discussion: action	R8 - Aspects of review comments: action	1	1	fisher	MLR	ML6	R8
ML	6.0	R	9.0	ML6 - Aspects of ML introducing change discussion: target	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML6	R9
ML	6.0	R	9.0	ML6 - Aspects of ML introducing change discussion: topic	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML6	R9
ML	6.0	R	9.0	ML6 - Aspects of ML introducing change discussion: action	R9 - Bug covering review comments [any]	31	31	fisher	MLR	ML6	R9
ML	6.0	R	10.0	ML6 - Aspects of ML introducing change discussion: target	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML6	R10
ML	6.0	R	10.0	ML6 - Aspects of ML introducing change discussion: topic	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML6	R10
ML	6.0	R	10.0	ML6 - Aspects of ML introducing change discussion: action	R10 - Bug covering review changes [any]	31	31	fisher	MLR	ML6	R10
ML	6.0	R	11.0	ML6 - Aspects of ML introducing change discussion: target	R11 - Review branch	1	1	fisher	MLR	ML6	R11
ML	6.0	R	11.0	ML6 - Aspects of ML introducing change discussion: topic	R11 - Review branch	1	1	fisher	MLR	ML6	R11
ML	6.0	R	11.0	ML6 - Aspects of ML introducing change discussion: action	R11 - Review branch	1	1	fisher	MLR	ML6	R11
O	2.0	B	1.0	O2 - Type of other media in which bug was discussed	B1 - Build tools	1	1	fisher	OB	O2	B1
O	2.0	B	2.0	O2 - Type of other media in which bug was discussed	B2 - Dependency resolution	1	1	fisher	OB	O2	B2
O	2.0	B	3.0	O2 - Type of other media in which bug was discussed	B3 - Build practices	1	1	fisher	OB	O2	B3
O	2.0	C	2.1	O2 - Type of other media in which bug was discussed	C2.1 - Commit type (current)	1	1	fisher	OC	O2	C2
O	2.0	C	2.2	O2 - Type of other media in which bug was discussed	C2.2 - Commit types (children)	1	1	fisher	OC	O2	C2
O	2.0	C	2.3	O2 - Type of other media in which bug was discussed	C2.3 - Commit types (parents)	1	1	fisher	OC	O2	C2
O	2.0	C	7.0	O2 - Type of other media in which bug was discussed	C7 - Committer type	1	1	fisher	OC	O2	C7
O	2.0	C	8.0	O2 - Type of other media in which bug was discussed	C8 - Multiple concerns	1	1	fisher	OC	O2	C8
O	2.0	C	9.0	O2 - Type of other media in which bug was discussed	C9 - Commit type Swanson	3.3	3	fisher	OC	O2	C9
O	2.0	C	10.0	O2 - Type of other media in which bug was discussed	C10 - Test changes	1	1	fisher	OC	O2	C10
O	2.0	C	11.0	O2 - Type of other media in which bug was discussed	C11 - Bug-covering test changes	31	31	fisher	OC	O2	C11
O	2.0	C	12.0	O2 - Type of other media in which bug was discussed	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	OC	O2	C12
O	2.0	C	13.0	O2 - Type of other media in which bug was discussed	C13 - Test failures	1	1	fisher	OC	O2	C13
O	2.0	C	15.0	O2 - Type of other media in which bug was discussed	C15 - Documentation changes	1	1	fisher	OC	O2	C15
O	2.0	C	16.0	O2 - Type of other media in which bug was discussed	C16 - Bug affecting documentation	31	31	fisher	OC	O2	C16
O	2.0	C	17.0	O2 - Type of other media in which bug was discussed	C17 - Refactorings	1	1	fisher	OC	O2	C17
O	2.0	C	18.0	O2 - Type of other media in which bug was discussed	C18 - Bug-introducing refactorings	31	31	fisher	OC	O2	C18
O	2.0	C	19.0	O2 - Type of other media in which bug was discussed	C19 - Design changes	1	1	fisher	OC	O2	C19
O	2.0	C	20.0	O2 - Type of other media in which bug was discussed	C20 - Bug-introducing design changes	31	31	fisher	OC	O2	C20
O	2.0	C	21.0	O2 - Type of other media in which bug was discussed	C21 - Change of external dependencies	1	1	fisher	OC	O2	C21
O	2.0	C	22.0	O2 - Type of other media in which bug was discussed	C22 - Bug-introducing dependency changes	31	31	fisher	OC	O2	C22
O	2.0	CI	2.0	O2 - Type of other media in which bug was discussed	CI2 - CI build status	3.3	3	fisher	OCI	O2	CI2
O	2.0	CI	3.0	O2 - Type of other media in which bug was discussed	CI3 - CI build status change	1	1	fisher	OCI	O2	CI3
O	2.0	O	3.1	O2 - Type of other media in which bug was discussed	O3.1 - Discussant roles in other media	31	31	fisher	OO	O2	O3
O	2.0	O	4.0	O2 - Type of other media in which bug was discussed	O4 - Aspects of discussions in other media: target	1	1	fisher	OO	O2	O4
